"snl_id","primary_commodity"
"40058","Coal"
"59736","Diamonds"
"52957","Gold"
"65754","Gold"
"65943","Graphite"
"77776","Graphite"
"55235","Iron Ore"
"64337","Gold"
"65595","Phosphate"
"79582","Cobalt"
"61747","U3O8"
"64401","Gold"
"69349","Coal"
"69329","Coal"
"57182","Gold"
"32914","Diamonds"
"54338","Gold"
"31858","Iron Ore"
"60908","Gold"
"64288","Gold"
"59190","Iron Ore"
"63645","Copper"
"78612","Copper"
"67175","Coal"
"28063","Gold"
"59903","Gold"
"31767","Diamonds"
"38399","Gold"
"61333","Gold"
"27033","Copper"
"65647","Gold"
"29296","Zinc"
"69191","Coal"
"65054","Coal"
"35975","Gold"
"63193","Gold"
"69989","Coal"
"69237","Coal"
"69034","Coal"
"38514","Coal"
"32334","Diamonds"
"69126","Coal"
"69130","Coal"
"69026","Coal"
"84515","Diamonds"
"67843","Copper"
"53711","Diamonds"
"31131","Gold"
"55121","Gold"
"41659","Coal"
"81438","Lithium"
"39594","Gold"
"66870","Gold"
"67037","Gold"
"70057","Coal"
"60727","Gold"
"61234","Manganese"
"65002","Silver"
"67216","Vanadium"
"59459","Coal"
"30165","Nickel"
"50683","Coal"
"64340","Gold"
"39953","Copper"
"67294","Gold"
"53422","Silver"
"29352","Copper"
"27740","Copper"
"68190","Gold"
"32384","Diamonds"
"33538","Diamonds"
"36670","Diamonds"
"57079","Diamonds"
"34529","Diamonds"
"26792","Gold"
"28035","Copper"
"34256","Nickel"
"49697","Coal"
"69008","Coal"
"29660","Copper"
"56685","Gold"
"39954","Copper"
"69342","Coal"
"37093","Iron Ore"
"26457","Gold"
"28598","Gold"
"50176","Copper"
"32403","Iron Ore"
"32834","Iron Ore"
"37409","Iron Ore"
"55630","Iron Ore"
"31560","Iron Ore"
"66225","Lithium"
"55340","Nickel"
"55342","Nickel"
"34492","Nickel"
"59669","Copper"
"33707","Copper"
"62696","Gold"
"62745","Nickel"
"67780","Nickel"
"34848","U3O8"
"27475","Gold"
"59417","Gold"
"39379","Coal"
"41568","Coal"
"78442","Lithium"
"81091","Nickel"
"62090","Gold"
"81965","Gold"
"50553","Coal"
"49497","Copper"
"41104","Gold"
"38641","Copper"
"41586","Coal"
"69277","Coal"
"69124","Coal"
"39425","Diamonds"
"55041","Copper"
"83689","U3O8"
"32279","Diamonds"
"65908","Graphite"
"35499","Gold"
"37457","Gold"
"53522","Diamonds"
"69933","Coal"
"38545","Lithium"
"57283","Gold"
"30261","Zinc"
"39435","Coal"
"70143","Coal"
"70788","Tungsten"
"67833","Gold"
"37300","Phosphate"
"50457","Yttrium"
"69007","Coal"
"70747","Gold"
"70465","Gold"
"32629","Gold"
"26940","Gold"
"62881","Gold"
"65143","Copper"
"69123","Coal"
"69122","Coal"
"29310","Copper"
"60183","Bauxite"
"65022","Gold"
"80224","Gold"
"69113","Coal"
"32176","Iron Ore"
"65357","Gold"
"61748","U3O8"
"31910","Iron Ore"
"41721","Lanthanides"
"66359","Lead"
"30855","Platinum"
"59421","U3O8"
"69190","Coal"
"64057","Lithium"
"33622","Gold"
"33774","Silver"
"69106","Coal"
"30877","Copper"
"30114","Gold"
"50195","Gold"
"42032","Gold"
"81452","Gold"
"54339","Gold"
"41477","Coal"
"29240","Gold"
"34414","Molybdenum"
"57822","Iron Ore"
"38439","Coal"
"66096","Gold"
"39366","Coal"
"28036","Tin"
"58296","Nickel"
"34681","Nickel"
"49687","Coal"
"70155","Coal"
"40504","Iron Ore"
"41372","Coal"
"69330","Coal"
"41916","Copper"
"62594","Coal"
"25291","Tantalum"
"30039","Gold"
"28611","Gold"
"58349","Copper"
"64284","Bauxite"
"68287","Gold"
"38114","Copper"
"41946","Gold"
"53034","Gold"
"62148","Gold"
"32847","Gold"
"67923","Gold"
"66206","Gold"
"64416","Gold"
"61562","Gold"
"35128","U3O8"
"30329","Copper"
"29549","Gold"
"54578","Gold"
"31914","Iron Ore"
"61750","U3O8"
"26284","Gold"
"69505","Coal"
"67038","Gold"
"69238","Coal"
"68544","Tungsten"
"58984","Copper"
"69282","Coal"
"63907","Potash"
"67131","Potash"
"67132","Potash"
"57936","Potash"
"37950","Potash"
"50428","Phosphate"
"29344","Platinum"
"31396","Diamonds"
"63644","Iron Ore"
"30450","Gold"
"52953","Gold"
"77342","Gold"
"66616","Copper"
"55251","Gold"
"25262","Gold"
"68545","Chromite"
"49680","Coal"
"62020","Copper"
"68371","Bauxite"
"69158","Coal"
"37430","Silver"
"41310","Coal"
"68233","Coal"
"39439","Coal"
"69344","Coal"
"39846","Copper"
"57572","Coal"
"34447","Iron Ore"
"69050","Coal"
"49620","Coal"
"69983","Coal"
"69051","Coal"
"39613","Coal"
"57501","Bauxite"
"69192","Coal"
"38000","Potash"
"34490","Diamonds"
"35009","Iron Ore"
"40643","Gold"
"69355","Coal"
"68547","Chromite"
"39094","Gold"
"65111","Gold"
"56264","Gold"
"55038","Gold"
"58955","Lanthanides"
"69182","Coal"
"70052","Iron Ore"
"69027","Coal"
"30154","Nickel"
"38346","Coal"
"40619","Coal"
"38389","Coal"
"59024","U3O8"
"59515","Coal"
"62630","Silver"
"32201","Iron Ore"
"32720","Iron Ore"
"55192","Gold"
"60342","Gold"
"54304","Gold"
"38019","Potash"
"36236","Diamonds"
"50707","Coal"
"35743","Zinc"
"32954","Platinum"
"54815","Chromite"
"56814","Chromite"
"67003","Graphite"
"67862","Zinc"
"40663","Iron Ore"
"39175","Coal"
"38649","Platinum"
"63701","Coal"
"49737","Coal"
"49698","Coal"
"32174","Iron Ore"
"57546","Molybdenum"
"38884","Copper"
"51248","Copper"
"27259","Gold"
"42084","Coal"
"25719","Gold"
"59885","Gold"
"41660","Coal"
"28230","Lead"
"83496","Zinc"
"82043","Iron Ore"
"77733","Coal"
"34607","Molybdenum"
"34159","Zinc"
"68386","Iron Ore"
"68548","Iron Ore"
"58690","Gold"
"40339","Coal"
"50084","Gold"
"67786","Lead"
"28779","Gold"
"56990","U3O8"
"50673","Coal"
"28870","Gold"
"68361","Bauxite"
"31957","Iron Ore"
"59191","Iron Ore"
"28997","Gold"
"67244","Manganese"
"29172","Zinc"
"35398","Iron Ore"
"36201","Copper"
"32950","Diamonds"
"32951","Diamonds"
"59192","Iron Ore"
"58449","Copper"
"68549","Iron Ore"
"32452","Diamonds"
"33747","Nickel"
"67886","Gold"
"59194","Iron Ore"
"53567","Gold"
"35141","Diamonds"
"69895","Tungsten"
"34697","Copper"
"37397","Iron Ore"
"83501","Zinc"
"31909","Nickel"
"35277","Diamonds"
"58297","Nickel"
"32829","Iron Ore"
"39354","Iron Ore"
"52685","Gold"
"28728","Gold"
"69443","Coal"
"57207","Gold"
"30155","Nickel"
"38703","Gold"
"36117","Copper"
"36753","Lead"
"66332","Iron Ore"
"60257","Lanthanides"
"37679","Nickel"
"30112","Copper"
"53052","Ilmenite"
"37879","Copper"
"64310","Manganese"
"61369","Gold"
"61373","Gold"
"70152","Coal"
"41914","Iron Ore"
"30432","Gold"
"33161","Gold"
"32483","Nickel"
"28450","Gold"
"53221","Gold"
"40658","Coal"
"36108","Gold"
"29956","Gold"
"41661","Coal"
"62327","Copper"
"26631","Gold"
"64175","Gold"
"35815","U3O8"
"63955","Copper"
"32704","Diamonds"
"79907","Copper"
"30989","Nickel"
"37814","Gold"
"38858","Coal"
"34218","Nickel"
"84753","Iron Ore"
"82600","Iron Ore"
"83326","Gold"
"31800","Diamonds"
"70248","Coal"
"82111","Iron Ore"
"34024","Gold"
"32622","Diamonds"
"67941","Coal"
"65481","Manganese"
"62692","Copper"
"60985","Copper"
"32543","Gold"
"35865","Gold"
"56270","Gold"
"69558","Coal"
"69356","Coal"
"29204","Gold"
"30842","Gold"
"34509","Iron Ore"
"61374","Gold"
"26482","Gold"
"29943","Gold"
"60442","Gold"
"70142","Coal"
"39956","Molybdenum"
"57670","Gold"
"64563","Copper"
"37678","Nickel"
"27020","Copper"
"39373","Gold"
"38035","Gold"
"34767","U3O8"
"34600","Gold"
"79575","Gold"
"79977","Nickel"
"33440","Gold"
"65381","Gold"
"27974","Gold"
"32990","Iron Ore"
"36516","Copper"
"33092","Copper"
"62160","Gold"
"34380","U3O8"
"36334","Copper"
"35367","U3O8"
"55605","Gold"
"58377","Diamonds"
"41297","Gold"
"32268","Iron Ore"
"29590","Gold"
"26852","Gold"
"69174","Coal"
"28356","Zinc"
"56708","Copper"
"52769","Gold"
"70140","Coal"
"30715","Gold"
"84218","Gold"
"65500","Copper"
"25740","Copper"
"37045","Lanthanides"
"69934","Coal"
"33065","Iron Ore"
"35638","Gold"
"66405","Gold"
"30430","Gold"
"55091","Gold"
"38564","Gold"
"38620","Gold"
"57166","Coal"
"29813","Nickel"
"80108","Gold"
"28064","Gold"
"33244","Diamonds"
"36705","Gold"
"58298","Nickel"
"33734","Diamonds"
"69058","Coal"
"38440","Coal"
"35449","Lanthanides"
"59242","Iron Ore"
"34734","U3O8"
"33982","Gold"
"27256","Gold"
"67402","Gold"
"53217","Gold"
"53498","Ilmenite"
"34504","Diamonds"
"34523","Diamonds"
"35056","Copper"
"40005","Coal"
"33722","Gold"
"39988","Coal"
"83688","Graphite"
"30431","Gold"
"40338","Coal"
"41619","Iron Ore"
"38201","Lanthanides"
"51807","Coal"
"51809","Coal"
"51811","Coal"
"51805","Coal"
"54469","Gold"
"78231","Cobalt"
"29579","Copper"
"29440","Gold"
"67135","Tin"
"32480","Zinc"
"33225","Gold"
"33258","Diamonds"
"34551","Diamonds"
"29669","Copper"
"39502","Coal"
"69288","Coal"
"30364","Gold"
"39863","Copper"
"65905","Copper"
"39853","Copper"
"50323","Coal"
"28009","Gold"
"61378","Coal"
"39828","Copper"
"61388","Coal"
"70535","Copper"
"50415","U3O8"
"61392","Gold"
"35493","Zinc"
"37656","Copper"
"61754","U3O8"
"35658","U3O8"
"60482","Gold"
"80537","Lithium"
"59100","Coal"
"60897","Lithium"
"41021","Copper"
"65256","Lead"
"38530","Copper"
"65732","Gold"
"66606","Gold"
"31481","Gold"
"56192","Silver"
"59346","Gold"
"64201","Copper"
"32049","Copper"
"38407","Gold"
"60578","Gold"
"53739","Gold"
"58233","Gold"
"60192","Titanium"
"28058","Silver"
"29563","Gold"
"29560","Copper"
"65540","Copper"
"57753","Lithium"
"54638","Gold"
"63595","Silver"
"49858","Gold"
"25724","Silver"
"31561","Gold"
"63365","Silver"
"54416","Gold"
"54209","Gold"
"35271","Gold"
"53479","Gold"
"27922","Gold"
"58897","Gold"
"33999","Silver"
"64080","Gold"
"32862","Gold"
"27342","Copper"
"75984","Copper"
"75783","Gold"
"30086","Gold"
"65221","Gold"
"57675","Gold"
"54641","Gold"
"39548","Coal"
"55056","Gold"
"65086","Gold"
"28338","Copper"
"26456","Gold"
"55959","Gold"
"62389","Gold"
"37756","Silver"
"80355","Cobalt"
"55253","Copper"
"78132","Gold"
"63129","Gold"
"26571","Gold"
"30206","Gold"
"27928","Gold"
"28451","Copper"
"29165","Silver"
"37916","Gold"
"56356","Gold"
"36039","Gold"
"63937","Gold"
"53961","Gold"
"70752","Copper"
"28394","Zinc"
"40369","Copper"
"36630","Molybdenum"
"59661","Lithium"
"34356","Copper"
"68122","Gold"
"32311","Diamonds"
"61757","U3O8"
"55654","Silver"
"55546","Gold"
"38397","Copper"
"60144","Silver"
"27929","Silver"
"55874","Silver"
"80161","Gold"
"81848","Gold"
"61212","Gold"
"24876","Copper"
"60668","Gold"
"54566","Gold"
"28101","Gold"
"34194","Gold"
"27854","Silver"
"60541","Gold"
"57740","Copper"
"29860","Gold"
"28398","Zinc"
"74799","Gold"
"32111","Gold"
"33437","Gold"
"34593","Silver"
"83018","Gold"
"28000","Gold"
"30991","Gold"
"35859","Silver"
"30876","Copper"
"60876","Gold"
"66073","Gold"
"28529","Gold"
"29105","Gold"
"30016","Copper"
"33040","Gold"
"39294","Copper"
"55232","Gold"
"36748","Coal"
"36061","Silver"
"32632","Silver"
"53325","Gold"
"33393","Gold"
"53324","Gold"
"39565","Gold"
"34388","Gold"
"63685","Copper"
"53648","Diamonds"
"55721","Gold"
"30566","Gold"
"29690","Gold"
"24595","Gold"
"27806","Copper"
"55107","Gold"
"35965","Copper"
"32850","Silver"
"56376","Gold"
"75997","Gold"
"39890","Copper"
"57437","Gold"
"29872","Gold"
"50657","Coal"
"84650","Copper"
"80712","Copper"
"30786","Gold"
"26766","Gold"
"33479","Gold"
"35834","Gold"
"36643","Gold"
"25683","Zinc"
"55346","Silver"
"69952","Coal"
"69951","Coal"
"35086","U3O8"
"34854","U3O8"
"34623","Gold"
"37456","Gold"
"38594","Silver"
"65445","Silver"
"33394","Gold"
"31467","Gold"
"30998","Gold"
"28138","Gold"
"52490","Gold"
"64360","Silver"
"35193","Zinc"
"53892","Gold"
"39020","Coal"
"65199","Graphite"
"39370","Zinc"
"75692","Gold"
"57796","Gold"
"56406","Copper"
"29995","Silver"
"60958","Gold"
"55026","Gold"
"79328","Gold"
"62762","Gold"
"67215","Rutile"
"30042","Gold"
"35435","Gold"
"63615","Coal"
"27927","Gold"
"38012","Gold"
"61014","Copper"
"28405","Gold"
"28177","Copper"
"65254","Gold"
"58352","Silver"
"57787","Gold"
"60558","Gold"
"54669","Copper"
"29937","Silver"
"34632","Copper"
"56458","Gold"
"60780","Zinc"
"79525","Gold"
"28360","Silver"
"40129","Zinc"
"34149","Copper"
"66569","Zinc"
"59619","Gold"
"56956","Copper"
"67115","Silver"
"70476","Silver"
"35974","Gold"
"54516","Gold"
"63084","Gold"
"35879","U3O8"
"81484","Gold"
"27926","Lead"
"32902","Silver"
"67670","Tungsten"
"65260","U3O8"
"66790","Copper"
"28491","Gold"
"59000","Gold"
"66170","Silver"
"40031","Lanthanides"
"63677","Lanthanides"
"77244","Gold"
"27029","Gold"
"56559","Gold"
"59620","Gold"
"63809","Copper"
"66838","Gold"
"32921","Silver"
"41612","Gold"
"25748","Gold"
"36289","Copper"
"64115","Gold"
"68221","Copper"
"31542","Silver"
"29801","Zinc"
"32566","Silver"
"35746","Silver"
"54186","Gold"
"33956","Silver"
"64118","Silver"
"36354","Copper"
"36934","Zinc"
"56788","Silver"
"54655","Gold"
"61839","Gold"
"79610","Gold"
"32508","Copper"
"29776","Gold"
"67333","Gold"
"28463","Gold"
"32416","Gold"
"34216","Zinc"
"28383","Gold"
"66948","Copper"
"57149","Silver"
"40249","Silver"
"61157","Gold"
"30384","Gold"
"49986","Gold"
"36446","U3O8"
"60070","U3O8"
"52764","Gold"
"38388","Gold"
"25799","Gold"
"66418","Gold"
"57233","Gold"
"58896","Gold"
"65252","Silver"
"54842","Gold"
"33829","Gold"
"34701","U3O8"
"38318","U3O8"
"35331","U3O8"
"83358","Vanadium"
"28768","Gold"
"32468","Nickel"
"55699","Gold"
"58265","Copper"
"61971","Gold"
"51835","Gold"
"38142","Iron Ore"
"28483","Gold"
"33197","Gold"
"63146","Gold"
"34125","Zinc"
"40616","Coal"
"41614","Gold"
"40013","Coal"
"52897","Gold"
"33198","Gold"
"34289","Copper"
"36549","Copper"
"59373","Gold"
"33241","Diamonds"
"67363","Graphite"
"34598","Silver"
"28679","Gold"
"34181","Gold"
"58113","Copper"
"66570","Zinc"
"36754","Copper"
"29620","Gold"
"55758","Gold"
"68216","Gold"
"56405","Copper"
"28743","Copper"
"28317","Silver"
"37196","Copper"
"56301","Gold"
"31473","Copper"
"38718","Gold"
"57255","Copper"
"56457","Gold"
"28707","Gold"
"64251","Gold"
"32470","Silver"
"29807","Copper"
"30394","Gold"
"34669","Gold"
"38489","Gold"
"28077","Gold"
"38694","Copper"
"34675","Silver"
"30794","Gold"
"33632","Copper"
"33352","Gold"
"66384","Gold"
"54223","Ilmenite"
"66840","Bauxite"
"32136","Diamonds"
"61185","Gold"
"33134","Iron Ore"
"55019","Gold"
"26401","Gold"
"65983","Gold"
"55986","U3O8"
"58488","Copper"
"29387","Copper"
"39228","Iron Ore"
"63914","Iron Ore"
"67788","Gold"
"70363","Copper"
"34457","Iron Ore"
"40161","Iron Ore"
"32671","Diamonds"
"37764","Phosphate"
"67712","Phosphate"
"54013","Diamonds"
"52979","Ilmenite"
"29410","Gold"
"64911","Graphite"
"76036","Graphite"
"53844","Gold"
"56850","U3O8"
"54210","Gold"
"60804","Titanium"
"54895","Titanium"
"80066","Gold"
"65297","Iron Ore"
"56876","U3O8"
"67583","Phosphate"
"67060","Gold"
"67082","Gold"
"25941","Gold"
"61544","Gold"
"55407","U3O8"
"38362","Iron Ore"
"37613","Diamonds"
"33542","Diamonds"
"53650","Diamonds"
"34411","Diamonds"
"25979","Palladium"
"53364","Palladium"
"64090","Graphite"
"65756","Graphite"
"31537","Platinum"
"65197","Graphite"
"57851","Copper"
"42028","Potash"
"60510","Gold"
"53921","Vanadium"
"55991","Nickel"
"64996","Iron Ore"
"29691","Gold"
"64305","Gold"
"82919","Vanadium"
"50305","Gold"
"70526","Gold"
"57683","U3O8"
"25916","Gold"
"33080","Gold"
"61211","Copper"
"32444","Diamonds"
"57682","U3O8"
"30550","Gold"
"50777","Phosphate"
"53462","Graphite"
"70443","Graphite"
"65700","Graphite"
"70677","Graphite"
"67155","Graphite"
"64913","Graphite"
"62269","Lanthanides"
"26085","Gold"
"32466","Diamonds"
"53645","Gold"
"56649","Iron Ore"
"53455","Diamonds"
"55237","Nickel"
"35723","U3O8"
"66537","Iron Ore"
"53735","Graphite"
"54919","Titanium"
"31535","Copper"
"54653","Gold"
"78112","Lithium"
"58057","Coal"
"53635","Copper"
"33963","Diamonds"
"53833","Diamonds"
"31945","Palladium"
"56786","Copper"
"65493","Nickel"
"38630","Phosphate"
"59711","Lithium"
"28178","Gold"
"53374","Nickel"
"63855","Gold"
"70699","Gold"
"76415","Gold"
"66731","Nickel"
"49518","Iron Ore"
"55247","Nickel"
"34271","Nickel"
"39166","Gold"
"32844","Nickel"
"80454","Graphite"
"40215","Iron Ore"
"30881","Nickel"
"59495","Nickel"
"67852","Zinc"
"35470","Lanthanides"
"26051","Platinum"
"25797","Gold"
"67193","Gold"
"27318","Nickel"
"52463","Gold"
"68096","Gold"
"64915","Graphite"
"66538","Iron Ore"
"54435","Gold"
"59328","Iron Ore"
"29595","Gold"
"65578","Graphite"
"77221","Gold"
"40621","Iron Ore"
"62680","U3O8"
"31221","Diamonds"
"62078","Copper"
"29433","Gold"
"55408","Gold"
"37100","Lanthanides"
"59195","Iron Ore"
"36879","Copper"
"50412","Copper"
"25798","Gold"
"31601","Gold"
"64511","Gold"
"30217","Gold"
"32142","Copper"
"26435","Gold"
"60306","Copper"
"33189","Diamonds"
"26319","Gold"
"35581","Gold"
"58100","Phosphate"
"28691","Gold"
"27755","Zinc"
"52895","Gold"
"51194","Coal"
"38811","Nickel"
"67875","Graphite"
"29699","Gold"
"34686","Nickel"
"26044","Gold"
"60655","Iron Ore"
"64550","Phosphate"
"66420","Gold"
"54295","Silver"
"24908","Copper"
"63861","Lead"
"60878","Gold"
"34716","U3O8"
"34531","Zinc"
"27196","Gold"
"34930","U3O8"
"83424","Silver"
"56094","Copper"
"34097","Gold"
"28941","Silver"
"56566","Gold"
"59657","Lithium"
"81593","Lithium"
"28336","Gold"
"54636","Gold"
"25029","Gold"
"35032","U3O8"
"29290","Gold"
"37194","Lithium"
"31952","Gold"
"55240","U3O8"
"37064","Lanthanides"
"28633","Gold"
"33169","Diamonds"
"77815","Diamonds"
"34843","Gold"
"53761","Gold"
"29558","Gold"
"82081","Iron Ore"
"34359","Nickel"
"61191","Gold"
"58918","U3O8"
"27827","Lead"
"67718","Gold"
"70285","Coal"
"41723","Lanthanides"
"34089","Gold"
"40944","Coal"
"31730","Zinc"
"36863","Gold"
"30980","Gold"
"70240","Coal"
"28331","Copper"
"26788","Gold"
"31865","Gold"
"39811","Copper"
"32373","Gold"
"60610","Gold"
"67856","Gold"
"67940","Lithium"
"25794","Silver"
"35445","U3O8"
"25209","Copper"
"57566","Potash"
"29982","Copper"
"76168","Potash"
"36290","U3O8"
"80779","Potash"
"60660","Gold"
"39587","U3O8"
"28039","Zinc"
"27556","Gold"
"31596","Gold"
"31867","Gold"
"63424","Gold"
"55750","Gold"
"36791","Potash"
"26992","Gold"
"53692","Gold"
"63218","Copper"
"25428","Lead"
"60262","Gold"
"29487","Gold"
"78270","Lithium"
"35384","U3O8"
"36804","Potash"
"57766","Potash"
"55777","Zinc"
"39062","Coal"
"34990","U3O8"
"57598","U3O8"
"58355","U3O8"
"67167","Gold"
"67806","Tungsten"
"68550","Antimony"
"52677","Gold"
"35797","U3O8"
"81387","Gold"
"83162","Gold"
"55074","Gold"
"66321","Gold"
"51219","U3O8"
"51264","Potash"
"29876","Cobalt"
"65939","Gold"
"81121","Potash"
"28739","Nickel"
"33997","Nickel"
"52889","Gold"
"56260","Nickel"
"84540","Gold"
"78959","Gold"
"35153","Gold"
"29193","Nickel"
"34606","Gold"
"37207","U3O8"
"55563","U3O8"
"38197","Potash"
"66996","Potash"
"60060","Gold"
"34695","U3O8"
"60103","Copper"
"35442","U3O8"
"84547","Potash"
"35072","U3O8"
"36280","U3O8"
"67337","Gold"
"55221","U3O8"
"70761","Copper"
"53081","Gold"
"35061","U3O8"
"40559","Coal"
"67506","Niobium"
"31014","Platinum"
"31397","Diamonds"
"41730","Lanthanides"
"33881","Gold"
"57611","Nickel"
"64137","Gold"
"84196","Gold"
"84323","Gold"
"76396","Gold"
"77771","Gold"
"67395","Gold"
"38505","Iron Ore"
"40155","Gold"
"36571","U3O8"
"84395","Potash"
"55245","Diamonds"
"32601","Copper"
"33007","Copper"
"34838","Diamonds"
"39207","Iron Ore"
"60488","Gold"
"40758","Coal"
"38034","Gold"
"58973","Gold"
"53715","Gold"
"35811","U3O8"
"36082","U3O8"
"80636","Potash"
"35096","U3O8"
"40365","Potash"
"76166","Potash"
"80100","Gold"
"67874","Potash"
"56036","U3O8"
"77348","Gold"
"26903","Gold"
"65363","Zinc"
"33249","Nickel"
"26056","Gold"
"55902","Gold"
"68080","Gold"
"38051","U3O8"
"68419","Coal"
"26431","Silver"
"36182","Diamonds"
"68582","Coal"
"27692","Gold"
"26458","Gold"
"70243","Coal"
"41968","Coal"
"41684","Lanthanides"
"63930","Nickel"
"58339","Iron Ore"
"25830","Copper"
"53671","Gold"
"35586","Zinc"
"26023","Gold"
"63125","Gold"
"36599","Iron Ore"
"80828","Copper"
"40506","Iron Ore"
"38124","Copper"
"54325","Gold"
"41518","Coal"
"55054","Copper"
"68552","Iron Ore"
"34308","Gold"
"38480","Iron Ore"
"61026","Copper"
"50561","Coal"
"65997","Gold"
"37524","Zinc"
"41019","Nickel"
"61004","U3O8"
"60700","Gold"
"52735","Gold"
"61889","Coal"
"68010","Iron Ore"
"38190","Coal"
"40511","Coal"
"77599","Coal"
"34000","Lead"
"26258","U3O8"
"58429","Copper"
"70494","Gold"
"57872","Lanthanides"
"64078","Coal"
"33582","Copper"
"64283","Platinum"
"60785","Bauxite"
"57375","Coal"
"39655","Coal"
"38521","Copper"
"54768","Copper"
"56530","Nickel"
"27971","Nickel"
"29242","Zinc"
"53327","Copper"
"59197","Iron Ore"
"35634","Copper"
"34619","U3O8"
"40923","Phosphate"
"33180","Gold"
"27153","Silver"
"41576","Coal"
"65723","Gold"
"61027","Copper"
"39643","Coal"
"27139","Zinc"
"27482","Nickel"
"35135","Gold"
"36502","Nickel"
"35448","Nickel"
"56728","Coal"
"58920","U3O8"
"62794","Zinc"
"37990","Silver"
"34067","Gold"
"61028","Copper"
"38210","Copper"
"37227","Potash"
"58692","Gold"
"33598","Molybdenum"
"82157","Iron Ore"
"50465","Gold"
"76638","Graphite"
"39878","Coal"
"39505","Iron Ore"
"82949","Copper"
"58693","Gold"
"81195","Copper"
"35635","Copper"
"53762","Zinc"
"28229","Zinc"
"66104","Antimony"
"32213","Platinum"
"61709","Gold"
"63957","Copper"
"25377","Gold"
"78182","U3O8"
"37020","Palladium"
"30409","Gold"
"62665","Coal"
"41880","Coal"
"36486","Copper"
"50565","Phosphate"
"35404","Iron Ore"
"75805","Tin"
"58694","Gold"
"41205","Coal"
"61029","Zinc"
"81228","Copper"
"65632","Coal"
"38612","Gold"
"69751","Coal"
"69711","Coal"
"60712","Zinc"
"37480","Lead"
"81232","Copper"
"58468","Lead"
"81264","Copper"
"26030","Gold"
"59198","Iron Ore"
"57316","Silver"
"52629","Gold"
"55932","Gold"
"65631","Bauxite"
"37279","Copper"
"69717","Coal"
"58695","Gold"
"58696","Gold"
"69820","Coal"
"69669","Coal"
"58697","Gold"
"31222","Gold"
"36461","Gold"
"32869","Diamonds"
"75434","Nickel"
"34360","Nickel"
"83311","Gold"
"58698","Gold"
"56031","Gold"
"25987","Zinc"
"31146","Copper"
"30397","Gold"
"84207","Lanthanides"
"28380","Nickel"
"60994","Platinum"
"58203","Silver"
"50756","Gold"
"26195","Gold"
"33271","Diamonds"
"78254","Lithium"
"29266","Gold"
"31010","Nickel"
"52750","Gold"
"35837","Gold"
"80619","U3O8"
"25790","Gold"
"26177","Gold"
"32947","Gold"
"29856","Gold"
"37699","Diamonds"
"41776","Phosphate"
"54909","U3O8"
"30417","Gold"
"61442","Gold"
"33901","Copper"
"34080","Gold"
"67126","Copper"
"82916","Gold"
"64762","Gold"
"27804","Copper"
"32518","Gold"
"36982","Silver"
"30878","Copper"
"37031","Gold"
"31405","Gold"
"30197","Nickel"
"29645","Gold"
"40409","Silver"
"62572","Lanthanides"
"77989","Silver"
"30063","Gold"
"38068","Silver"
"28074","Gold"
"52126","Copper"
"29461","Copper"
"81685","Lithium"
"41046","Gold"
"70513","Gold"
"31942","Iron Ore"
"65961","Silver"
"31607","Gold"
"66018","Gold"
"28421","Gold"
"34098","Gold"
"38753","Gold"
"64383","Gold"
"68070","Gold"
"29062","Copper"
"57736","Gold"
"27454","Copper"
"81683","Gold"
"38050","U3O8"
"31678","Gold"
"60423","Gold"
"30013","Gold"
"26750","Silver"
"54279","Gold"
"65564","Gold"
"49806","Gold"
"82951","Gold"
"58999","Iron Ore"
"28098","Gold"
"36966","Gold"
"41930","Gold"
"50304","Gold"
"81492","Silver"
"63684","Copper"
"31031","Copper"
"30993","Gold"
"66005","Gold"
"29727","Copper"
"55745","Silver"
"58500","Copper"
"79753","Lithium"
"64990","Copper"
"37784","Iron Ore"
"29850","Copper"
"55560","Gold"
"40717","Coal"
"37241","Nickel"
"70629","U3O8"
"24977","Zinc"
"25076","Gold"
"38601","Gold"
"28141","Gold"
"25917","Gold"
"67863","Copper"
"37929","Copper"
"54534","Gold"
"40289","Gold"
"40464","Coal"
"40354","Gold"
"55238","U3O8"
"57170","U3O8"
"39995","Coal"
"40859","Coal"
"65933","Coal"
"39785","Coal"
"53449","Platinum"
"62112","Copper"
"26976","Gold"
"52230","Gold"
"54670","Copper"
"50494","Coal"
"84321","Gold"
"56076","Gold"
"65988","Coal"
"59901","Gold"
"32564","Gold"
"59629","Gold"
"27028","Silver"
"35387","Diamonds"
"68885","Coal"
"51469","Coal"
"70081","Coal"
"69384","Coal"
"69383","Coal"
"69385","Coal"
"69386","Coal"
"68636","Coal"
"38954","Coal"
"66755","Gold"
"51470","Coal"
"68585","Coal"
"54143","Coal"
"67527","Gold"
"65702","Graphite"
"32001","Copper"
"66015","Copper"
"25261","Gold"
"66014","Copper"
"53894","Gold"
"63258","Copper"
"41676","Copper"
"70630","U3O8"
"39206","Lanthanides"
"26383","Gold"
"26473","Gold"
"50110","U3O8"
"52616","Gold"
"52619","Gold"
"59902","Gold"
"60328","Gold"
"60770","Nickel"
"64140","Gold"
"67791","Gold"
"76899","Gold"
"50750","Gold"
"50954","Gold"
"30318","Nickel"
"81883","Potash"
"51892","Gold"
"68288","Chromite"
"54355","Gold"
"58343","U3O8"
"28323","Nickel"
