"unid","hcluster_id","year","commodity","def_weight"
"16249_2009",16249,2009,"Copper",0.00226344915771484
"16249_2011",16249,2011,"Copper",0.0135979916381836
"16249_2012",16249,2012,"Copper",0.0102328590470992
"16249_2012",16249,2012,"Iron Ore",0.00477033199884194
"16249_2012",16249,2012,"Other non-ferrous ores n.e.c.",9.01393983947842e-05
"16249_2013",16249,2013,"Copper",0.00710196011113228
"16249_2013",16249,2013,"Iron Ore",0.0248051682947506
"16249_2013",16249,2013,"Other non-ferrous ores n.e.c.",5.31874412372076e-05
"16249_2014",16249,2014,"Copper",0.00677403624035529
"16249_2014",16249,2014,"Iron Ore",0.00277845061000499
"16249_2014",16249,2014,"Other non-ferrous ores n.e.c.",1.97096340147229e-05
"16249_2018",16249,2018,"Copper",0.0287332946715551
"16249_2018",16249,2018,"Iron Ore",0.0137530513690584
"16249_2019",16249,2019,"Copper",0.0273101046810853
"16249_2019",16249,2019,"Iron Ore",0.0104139162999292
"16256_2001",16256,2001,"Lead/Zinc/Silver",0.0211769541281307
"16256_2002",16256,2002,"Lead/Zinc/Silver",0.0103485527918199
"16256_2003",16256,2003,"Lead/Zinc/Silver",0.00160554480602788
"16256_2004",16256,2004,"Lead/Zinc/Silver",0.00186889319469975
"16256_2006",16256,2006,"Lead/Zinc/Silver",0.062209511198156
"16256_2007",16256,2007,"Lead/Zinc/Silver",0.0307139726782705
"16256_2008",16256,2008,"Lead/Zinc/Silver",0.00290403344726563
"16256_2011",16256,2011,"Lead/Zinc/Silver",0.000976498156977635
"16256_2012",16256,2012,"Lead/Zinc/Silver",0.000725858032226562
"16256_2015",16256,2015,"Lead/Zinc/Silver",0.010178016899079
"16256_2016",16256,2016,"Lead/Zinc/Silver",0.00994159122242647
"16256_2017",16256,2017,"Lead/Zinc/Silver",0.02309172679946
"16256_2018",16256,2018,"Lead/Zinc/Silver",0.00435667779541016
"16256_2019",16256,2019,"Lead/Zinc/Silver",0.000375807122204351
"16264_2001",16264,2001,"Other non-ferrous ores n.e.c.",0.0573149391778684
"16264_2003",16264,2003,"Other non-ferrous ores n.e.c.",0.000643824768066406
"16264_2004",16264,2004,"Other non-ferrous ores n.e.c.",0.0244645427856445
"16264_2005",16264,2005,"Other non-ferrous ores n.e.c.",0.00257603381347656
"16264_2006",16264,2006,"Other non-ferrous ores n.e.c.",0.00450654602050781
"16264_2007",16264,2007,"Other non-ferrous ores n.e.c.",0.00901383557128906
"16264_2008",16264,2008,"Other non-ferrous ores n.e.c.",0.018669561249617
"16264_2009",16264,2009,"Other non-ferrous ores n.e.c.",0.0289956745777803
"16264_2010",16264,2010,"Other non-ferrous ores n.e.c.",0.0740608265285118
"16264_2011",16264,2011,"Other non-ferrous ores n.e.c.",0.00739426387724035
"16264_2012",16264,2012,"Other non-ferrous ores n.e.c.",0.00386295452880859
"16264_2013",16264,2013,"Other non-ferrous ores n.e.c.",0.00193208660888672
"16264_2015",16264,2015,"Other non-ferrous ores n.e.c.",0.00128758831787109
"16264_2016",16264,2016,"Other non-ferrous ores n.e.c.",0.000643781066894531
"16281_2008",16281,2008,"unknown",0.00142855401611328
"16281_2010",16281,2010,"unknown",0.00498584757271561
"16281_2012",16281,2012,"unknown",0.00499991638183594
"16282_2002",16282,2002,"Coal",0.00613029119873047
"16282_2003",16282,2003,"Coal",0.000680968078613281
"16282_2004",16282,2004,"Coal",0.00340814422607422
"16282_2005",16282,2005,"Coal",0.000681019714355469
"16282_2006",16282,2006,"Coal",0.0241837325530407
"16282_2007",16282,2007,"Coal",0.000681038757324219
"16282_2009",16282,2009,"Coal",0.00136326202392578
"16282_2010",16282,2010,"Coal",0.0211122724609375
"16282_2011",16282,2011,"Coal",0.0217934905395508
"16282_2012",16282,2012,"Coal",0.0347553841940487
"16282_2013",16282,2013,"Coal",0.00476749432373047
"16282_2015",16282,2015,"Coal",0.0136213871459961
"16282_2016",16282,2016,"Coal",0.00213933949644799
"16282_2017",16282,2017,"Coal",0.00739066236117494
"16282_2018",16282,2018,"Coal",0.000681019714355469
"16285_2011",16285,2011,"Iron Ore",0.00142301208496094
"16285_2013",16285,2013,"Iron Ore",0.00184459825702742
"16285_2014",16285,2014,"Iron Ore",0.00426791967773437
"16285_2015",16285,2015,"Iron Ore",0.000711277648925781
"16285_2017",16285,2017,"Iron Ore",0.0191575767233456
"16324_2015",16324,2015,"Coal",0.00565223156738281
"16324_2016",16324,2016,"Coal",0.0515775200326957
"16324_2017",16324,2017,"Coal",0.0113055263061523
"16324_2018",16324,2018,"Coal",0.00141042642822266
"16333_2002",16333,2002,"Lead/Zinc/Silver",0.0071381253875134
"16333_2003",16333,2003,"Lead/Zinc/Silver",0.001484078125
"16335_2001",16335,2001,"Gold",0.0700421491306679
"16335_2002",16335,2002,"Gold",0.325648054210468
"16335_2003",16335,2003,"Gold",0.134756918385465
"16335_2004",16335,2004,"Gold",0.316051660874071
"16335_2005",16335,2005,"Gold",0.0965050948254155
"16335_2006",16335,2006,"Gold",0.233313021299115
"16335_2007",16335,2007,"Gold",0.0105427117642272
"16335_2008",16335,2008,"Gold",0.0470013591042911
"16335_2009",16335,2009,"Gold",0.210818876732441
"16335_2010",16335,2010,"Gold",0.0844380562004538
"16335_2011",16335,2011,"Gold",0.0289334479980469
"16335_2012",16335,2012,"Gold",0.368959088822189
"16335_2013",16335,2013,"Gold",0.00963847808837891
"16335_2014",16335,2014,"Gold",0.0980393723474839
"16335_2015",16335,2015,"Gold",0.0520853084427179
"16335_2016",16335,2016,"Gold",0.0528136900146484
"16335_2017",16335,2017,"Gold",0.0187718518932866
"16335_2018",16335,2018,"Gold",0.0193371097988951
"16335_2019",16335,2019,"Gold",0.143806383685422
"16337_2001",16337,2001,"Coal",0.028247310294357
"16337_2002",16337,2002,"Coal",0.01337371339973
"16337_2003",16337,2003,"Coal",0.0213740945611692
"16337_2004",16337,2004,"Coal",0.0222075309369256
"16337_2005",16337,2005,"Coal",0.00593897600360945
"16337_2006",16337,2006,"Coal",0.0277333025720933
"16337_2007",16337,2007,"Coal",0.0070600857081993
"16337_2008",16337,2008,"Coal",0.174096285163191
"16337_2009",16337,2009,"Coal",0.0937730423825731
"16337_2010",16337,2010,"Coal",0.043520384161736
"16337_2011",16337,2011,"Coal",0.0704423474602194
"16337_2012",16337,2012,"Coal",0.0426395851742015
"16337_2013",16337,2013,"Coal",0.00999363897776884
"16337_2014",16337,2014,"Coal",0.00938008948519838
"16337_2016",16337,2016,"Coal",0.0117545698038737
"16337_2017",16337,2017,"Coal",0.00532775379471124
"16337_2018",16337,2018,"Coal",0.0833846904500326
"16337_2019",16337,2019,"Coal",0.00829638301116345
"16342_2001",16342,2001,"Coal",0.00411534533691406
"16342_2002",16342,2002,"Coal",0.00137164250655829
"16342_2003",16342,2003,"Coal",0.00186207687342027
"16342_2004",16342,2004,"Coal",0.0169283568280388
"16342_2005",16342,2005,"Coal",0.0199239085083008
"16342_2006",16342,2006,"Coal",0.106182939266669
"16342_2007",16342,2007,"Coal",0.124506200561523
"16342_2008",16342,2008,"Coal",0.0254241773071289
"16342_2009",16342,2009,"Coal",0.09069854074348
"16342_2010",16342,2010,"Coal",0.0588034332639208
"16342_2011",16342,2011,"Coal",0.140972711410223
"16342_2012",16342,2012,"Coal",0.0697074363690545
"16342_2013",16342,2013,"Coal",0.155361740543859
"16342_2014",16342,2014,"Coal",0.366224487516276
"16342_2015",16342,2015,"Coal",0.343066650555061
"16342_2016",16342,2016,"Coal",0.19323052966883
"16342_2017",16342,2017,"Coal",0.0129874508047066
"16342_2018",16342,2018,"Coal",0.00375097013442096
"16342_2019",16342,2019,"Coal",0.00165728584534888
"16343_2009",16343,2009,"Coal",0.00363562237548828
"16343_2010",16343,2010,"Coal",0.00145427087402344
"16343_2017",16343,2017,"Coal",0.000142567222445619
"16345_2001",16345,2001,"Coal",0.00138763385009766
"16345_2004",16345,2004,"Coal",0.000694255737304687
"16345_2009",16345,2009,"Coal",0.000693875122070312
"16345_2013",16345,2013,"Coal",0.00972023291015625
"16345_2014",16345,2014,"Coal",0.00138862768554688
"16351_2001",16351,2001,"Coal",0.00276211541748047
"16351_2004",16351,2004,"Coal",0.0512317353896197
"16351_2005",16351,2005,"Coal",0.0616443061279297
"16351_2007",16351,2007,"Coal",0.273000642803357
"16351_2008",16351,2008,"Coal",0.00345222454833984
"16351_2010",16351,2010,"Coal",0.0712657310510972
"16351_2012",16351,2012,"Coal",0.00854752303466797
"16351_2014",16351,2014,"Coal",0.00137954992675781
"16351_2015",16351,2015,"Coal",0.00826522862859988
"16351_2016",16351,2016,"Coal",0.00759634808349609
"16351_2017",16351,2017,"Coal",0.00759635607910156
"16352_2001",16352,2001,"Lead/Zinc/Silver",0.00533538160472197
"16352_2002",16352,2002,"Lead/Zinc/Silver",0.00795630029296875
"16352_2012",16352,2012,"Lead/Zinc/Silver",0.00308610754633885
"16352_2016",16352,2016,"Lead/Zinc/Silver",0.00216992895507812
"16352_2018",16352,2018,"Lead/Zinc/Silver",0.00325346803122128
"16353_2001",16353,2001,"Iron Ore",0.0223013230846929
"16353_2005",16353,2005,"Iron Ore",0.0068535435077742
"16353_2007",16353,2007,"Iron Ore",0.00739976371974571
"16353_2009",16353,2009,"Iron Ore",0.00682515283203125
"16353_2014",16353,2014,"Iron Ore",0.00040300212689568
"16353_2017",16353,2017,"Iron Ore",3.40661137599571e-05
"16362_2001",16362,2001,"Coal",0.008235888671875
"16362_2002",16362,2002,"Coal",0.000748701965332031
"16362_2003",16362,2003,"Coal",0.00224609680175781
"16362_2005",16362,2005,"Coal",0.0126328786666571
"16362_2006",16362,2006,"Coal",0.210907612873631
"16362_2008",16362,2008,"Coal",0.00224612658691406
"16362_2009",16362,2009,"Coal",0.340329680215993
"16362_2011",16362,2011,"Coal",0.407158227367207
"16362_2012",16362,2012,"Coal",0.000748704284667969
"16362_2014",16362,2014,"Coal",0.000748754516601562
"16362_2016",16362,2016,"Coal",0.00337657421276616
"16362_2017",16362,2017,"Coal",0.0133821319031958
"16362_2019",16362,2019,"Coal",0.0327109153181487
"16368_2004",16368,2004,"unknown",0.000918404766007966
"16368_2008",16368,2008,"unknown",2.86982397939645e-06
"16368_2012",16368,2012,"unknown",0.00121680130782782
"16368_2013",16368,2013,"unknown",0.00219545855712891
"16368_2014",16368,2014,"unknown",0.00218398379600375
"16373_2011",16373,2011,"Gold",0.00321391543490376
"16373_2011",16373,2011,"Lead/Zinc/Silver",0.00610643932631713
"16388_2001",16388,2001,"Coal",0.00552205090332031
"16388_2007",16388,2007,"Coal",0.306445797804888
"16388_2008",16388,2008,"Coal",0.00345136181640625
"16388_2009",16388,2009,"Coal",0.00517171744217218
"16388_2010",16388,2010,"Coal",0.00645593217558019
"16388_2011",16388,2011,"Coal",0.0401174208800073
"16388_2012",16388,2012,"Coal",0.111049571854894
"16388_2014",16388,2014,"Coal",0.00345138848876953
"16388_2016",16388,2016,"Coal",0.000690243041992188
"16388_2017",16388,2017,"Coal",0.00117205336148131
"16391_2001",16391,2001,"Gold",0.00637282666015625
"16391_2002",16391,2002,"Gold",0.00299936526489258
"16391_2003",16391,2003,"Gold",0.000374631317138672
"16391_2004",16391,2004,"Gold",0.00187671105957031
"16391_2005",16391,2005,"Gold",0.00112565002441406
"16391_2006",16391,2006,"Gold",0.000749647827148438
"16391_2007",16391,2007,"Gold",0.00262385198974609
"16391_2008",16391,2008,"Gold",0.00222373564094095
"16391_2009",16391,2009,"Gold",0.00187419647216797
"16391_2010",16391,2010,"Gold",0.000749694030761719
"16391_2012",16391,2012,"Gold",0.0360507548050226
"16391_2013",16391,2013,"Gold",0.0233171033564549
"16391_2014",16391,2014,"Gold",0.000749863464355469
"16391_2016",16391,2016,"Gold",0.0287003804405063
"16391_2017",16391,2017,"Gold",0.021433666410678
"16391_2019",16391,2019,"Gold",0.0242094845177744
"16394_2001",16394,2001,"Gold",0.00255419470861098
"16394_2004",16394,2004,"Gold",0.000880158256261489
"16394_2006",16394,2006,"Gold",0.00258589297976026
"16394_2007",16394,2007,"Gold",0.0268497830954159
"16394_2010",16394,2010,"Gold",0.00634222396096622
"16394_2011",16394,2011,"Gold",0.0147177945281384
"16394_2018",16394,2018,"Gold",0.000155318457749311
"16396_2009",16396,2009,"U3O8",0.000812155272240732
"16396_2010",16396,2010,"U3O8",0.0102282046748143
"16396_2011",16396,2011,"U3O8",0.0219723062873392
"16396_2012",16396,2012,"U3O8",0.0190819274667777
"16398_2002",16398,2002,"Coal",0.00142453283691406
"16398_2013",16398,2013,"Coal",0.00213682452392578
"16399_2001",16399,2001,"Coal",0.031486501435882
"16399_2002",16399,2002,"Coal",0.110186714086675
"16399_2003",16399,2003,"Coal",0.0875246810302734
"16399_2004",16399,2004,"Coal",1.68243063426921
"16399_2005",16399,2005,"Coal",0.702672031523581
"16399_2006",16399,2006,"Coal",0.890473005707146
"16399_2007",16399,2007,"Coal",0.511258607188984
"16399_2008",16399,2008,"Coal",0.56536048458611
"16399_2009",16399,2009,"Coal",0.990485737472235
"16399_2010",16399,2010,"Coal",3.91881590944537
"16399_2011",16399,2011,"Coal",1.80508834007066
"16399_2012",16399,2012,"Coal",2.76307390760642
"16399_2013",16399,2013,"Coal",1.29317205954829
"16399_2014",16399,2014,"Coal",0.516224833196662
"16399_2015",16399,2015,"Coal",0.681722598196471
"16399_2016",16399,2016,"Coal",0.345927584055463
"16399_2017",16399,2017,"Coal",0.0249264297169405
"16399_2018",16399,2018,"Coal",0.0537182394239239
"16399_2019",16399,2019,"Coal",0.121446874149577
"16410_2002",16410,2002,"Coal",0.00271692413330078
"16410_2003",16410,2003,"Coal",0.00135847155761719
"16410_2004",16410,2004,"Coal",0.0387181624145508
"16410_2005",16410,2005,"Coal",0.0190194157104492
"16410_2007",16410,2007,"Coal",0.00255339730176739
"16410_2008",16410,2008,"Coal",0.0263168784488454
"16410_2009",16410,2009,"Coal",0.175123214438764
"16410_2010",16410,2010,"Coal",0.121680578119495
"16410_2011",16410,2011,"Coal",0.0906749890754251
"16410_2012",16410,2012,"Coal",0.0129054253540039
"16410_2013",16410,2013,"Coal",0.0606817442057292
"16410_2014",16410,2014,"Coal",0.0828635074594535
"16410_2015",16410,2015,"Coal",0.0298813023681641
"16410_2016",16410,2016,"Coal",0.0129064025878906
"16410_2017",16410,2017,"Coal",0.00202721297655293
"16420_2001",16420,2001,"Other non-ferrous ores n.e.c.",0.0970987112041399
"16420_2002",16420,2002,"Other non-ferrous ores n.e.c.",0.036773532224887
"16420_2003",16420,2003,"Other non-ferrous ores n.e.c.",0.967613753356934
"16420_2004",16420,2004,"Other non-ferrous ores n.e.c.",0.549981026977539
"16420_2005",16420,2005,"Other non-ferrous ores n.e.c.",0.327194445251465
"16420_2006",16420,2006,"Other non-ferrous ores n.e.c.",0.103774834838867
"16420_2007",16420,2007,"Other non-ferrous ores n.e.c.",0.178507071289062
"16420_2008",16420,2008,"Other non-ferrous ores n.e.c.",0.1607268099674
"16420_2009",16420,2009,"Other non-ferrous ores n.e.c.",1.14616524563898
"16420_2010",16420,2010,"Other non-ferrous ores n.e.c.",0.280137585718731
"16420_2011",16420,2011,"Other non-ferrous ores n.e.c.",0.328565783503992
"16420_2012",16420,2012,"Other non-ferrous ores n.e.c.",0.127374199448529
"16420_2013",16420,2013,"Other non-ferrous ores n.e.c.",0.0675238374502145
"16420_2014",16420,2014,"Other non-ferrous ores n.e.c.",0.0612890689343022
"16420_2015",16420,2015,"Other non-ferrous ores n.e.c.",0.307875298579197
"16420_2016",16420,2016,"Other non-ferrous ores n.e.c.",1.04101423497482
"16420_2017",16420,2017,"Other non-ferrous ores n.e.c.",0.29164253775563
"16420_2018",16420,2018,"Other non-ferrous ores n.e.c.",0.0270351405409869
"16420_2019",16420,2019,"Other non-ferrous ores n.e.c.",0.141455965040499
"16428_2001",16428,2001,"Coal",0.132144985066971
"16428_2002",16428,2002,"Coal",0.120370532405599
"16428_2003",16428,2003,"Coal",0.251203274648868
"16428_2004",16428,2004,"Coal",0.184869526735792
"16428_2005",16428,2005,"Coal",0.407546036320944
"16428_2006",16428,2006,"Coal",0.389657092328
"16428_2007",16428,2007,"Coal",0.221818578851438
"16428_2008",16428,2008,"Coal",0.530721654074037
"16428_2009",16428,2009,"Coal",0.081481017270795
"16428_2010",16428,2010,"Coal",0.243451006774902
"16428_2011",16428,2011,"Coal",0.121595127098173
"16428_2012",16428,2012,"Coal",0.401857661807311
"16428_2013",16428,2013,"Coal",0.112281453369141
"16428_2014",16428,2014,"Coal",0.230627647821165
"16428_2015",16428,2015,"Coal",0.67636788531183
"16428_2016",16428,2016,"Coal",0.127330604489076
"16428_2017",16428,2017,"Coal",0.17389487276372
"16428_2018",16428,2018,"Coal",0.0265162541836608
"16428_2019",16428,2019,"Coal",0.0402060058526731
"16433_2014",16433,2014,"Copper",0.00384525450940292
"16433_2014",16433,2014,"Nickel",0.00414378987368723
"16433_2015",16433,2015,"Copper",0.00192657830477958
"16433_2015",16433,2015,"Nickel",0.00215113858065624
"16433_2017",16433,2017,"Copper",0.00220605223840157
"16433_2017",16433,2017,"Nickel",0.00228672610441016
"16433_2018",16433,2018,"Copper",0.000349686127950391
"16433_2018",16433,2018,"Nickel",0.000341884629268512
"16437_2001",16437,2001,"Coal",0.218446413367178
"16437_2002",16437,2002,"Coal",0.309353147094727
"16437_2003",16437,2003,"Coal",0.0599034620598288
"16437_2004",16437,2004,"Coal",0.100545881866814
"16437_2005",16437,2005,"Coal",0.0271308165960574
"16437_2006",16437,2006,"Coal",0.130043823608398
"16437_2007",16437,2007,"Coal",0.109508026184082
"16437_2008",16437,2008,"Coal",0.0568027024536133
"16437_2009",16437,2009,"Coal",0.346040462057435
"16437_2010",16437,2010,"Coal",0.0423858595143038
"16437_2011",16437,2011,"Coal",0.00509999798751532
"16437_2016",16437,2016,"Coal",0.020553137531834
"16437_2017",16437,2017,"Coal",0.0428807133970971
"16437_2019",16437,2019,"Coal",0.00099579217337814
"16438_2007",16438,2007,"Coal",0.00707203106689453
"16438_2008",16438,2008,"Coal",0.0102153663330078
"16438_2011",16438,2011,"Coal",0.0062864951171875
"16438_2012",16438,2012,"Coal",0.00800952162894455
"16438_2014",16438,2014,"Coal",0.00924119799756817
"16438_2015",16438,2015,"Coal",0.0199490414737477
"16438_2016",16438,2016,"Coal",0.0449394019919003
"16441_2001",16441,2001,"Other non-ferrous ores n.e.c.",0.00126168444824219
"16441_2004",16441,2004,"Other non-ferrous ores n.e.c.",0.00545480319848154
"16441_2005",16441,2005,"Other non-ferrous ores n.e.c.",0.00126161584472656
"16441_2007",16441,2007,"Other non-ferrous ores n.e.c.",0.00096979095363243
"16441_2008",16441,2008,"Other non-ferrous ores n.e.c.",0.00593909323132085
"16441_2013",16441,2013,"Other non-ferrous ores n.e.c.",0.00126158312988281
"16441_2019",16441,2019,"Other non-ferrous ores n.e.c.",0.00504603759765625
"16444_2006",16444,2006,"Gold",0.0881826346466663
"16444_2007",16444,2007,"Gold",0.00995294041532629
"16444_2008",16444,2008,"Gold",0.020421792400764
"16444_2009",16444,2009,"Gold",0.00284788790140296
"16444_2009",16444,2009,"Lead/Zinc/Silver",0.000270105445765014
"16444_2012",16444,2012,"Gold",0.0176822920556162
"16444_2013",16444,2013,"Gold",0.00505425262211818
"16444_2014",16444,2014,"Gold",0.00295959633777095
"16444_2015",16444,2015,"Gold",0.00387596020328297
"16444_2016",16444,2016,"Gold",0.00233805999755859
"16473_2001",16473,2001,"Iron Ore",0.0215062260220397
"16473_2002",16473,2002,"Iron Ore",0.0299693039809283
"16473_2004",16473,2004,"Iron Ore",0.0395195611749387
"16473_2005",16473,2005,"Iron Ore",0.00250414348647174
"16473_2006",16473,2006,"Iron Ore",0.00230984012092142
"16473_2008",16473,2008,"Iron Ore",0.027515991252585
"16473_2012",16473,2012,"Iron Ore",0.00366790060077742
"16473_2014",16473,2014,"Iron Ore",0.00185299060058594
"16473_2015",16473,2015,"Iron Ore",0.00377386780718635
"16473_2019",16473,2019,"Iron Ore",0.00730462995102826
"16476_2001",16476,2001,"Iron Ore",1.01157845534979
"16476_2002",16476,2002,"Iron Ore",0.252254075165633
"16476_2003",16476,2003,"Iron Ore",0.204641572774969
"16476_2004",16476,2004,"Iron Ore",0.463897568518306
"16476_2005",16476,2005,"Iron Ore",0.841257341712862
"16476_2006",16476,2006,"Iron Ore",0.391447634509995
"16476_2007",16476,2007,"Iron Ore",0.619499786061964
"16476_2008",16476,2008,"Iron Ore",0.303173944661698
"16476_2009",16476,2009,"Iron Ore",0.385958683334291
"16476_2010",16476,2010,"Iron Ore",0.0639210822143555
"16476_2011",16476,2011,"Iron Ore",0.0241919739379883
"16476_2012",16476,2012,"Iron Ore",0.187033255144905
"16476_2013",16476,2013,"Iron Ore",0.0247742090856216
"16476_2014",16476,2014,"Iron Ore",0.0623491441267425
"16476_2015",16476,2015,"Iron Ore",0.274060987708477
"16476_2016",16476,2016,"Iron Ore",0.988537829194671
"16476_2017",16476,2017,"Iron Ore",0.85208505783835
"16476_2018",16476,2018,"Iron Ore",0.566985768811514
"16476_2019",16476,2019,"Iron Ore",0.149272975790106
"16478_2003",16478,2003,"Gold",0.00176460982618145
"16478_2004",16478,2004,"Gold",0.00182981986849916
"16478_2006",16478,2006,"Gold",0.00611439768904144
"16478_2010",16478,2010,"Gold",0.00178446258544922
"16478_2011",16478,2011,"Gold",0.00297396917724609
"16478_2012",16478,2012,"Gold",0.000484876799938725
"16478_2013",16478,2013,"Gold",0.000594811462402344
"16478_2017",16478,2017,"Gold",0.00153257447222541
"16479_2004",16479,2004,"Lead/Zinc/Silver",0.000644454345703125
"16483_2004",16483,2004,"Copper",0.00139208510631435
"16483_2004",16483,2004,"Gold",3.86729825216706e-08
"16483_2005",16483,2005,"Copper",0.0173977889691271
"16483_2005",16483,2005,"Gold",6.97914413724672e-07
"16483_2005",16483,2005,"Lead/Zinc/Silver",1.6498352091358e-06
"16483_2006",16483,2006,"Copper",0.00821445645874967
"16483_2006",16483,2006,"Gold",3.17489987717168e-07
"16483_2006",16483,2006,"Lead/Zinc/Silver",6.63267938348795e-07
"16483_2006",16483,2006,"Other non-ferrous ores n.e.c.",1.59614077593879e-05
"16483_2007",16483,2007,"Copper",0.027141952213471
"16483_2007",16483,2007,"Gold",1.39077545151692e-06
"16483_2007",16483,2007,"Lead/Zinc/Silver",2.30563168295945e-06
"16483_2008",16483,2008,"Copper",0.0313029128928416
"16483_2008",16483,2008,"Gold",1.68605667293466e-06
"16483_2008",16483,2008,"Lead/Zinc/Silver",2.25295139263834e-06
"16483_2008",16483,2008,"Other non-ferrous ores n.e.c.",1.42602206748267e-05
"16483_2009",16483,2009,"Copper",0.160441166351172
"16483_2009",16483,2009,"Gold",8.10146032335483e-06
"16483_2010",16483,2010,"Copper",0.0139176653851272
"16483_2010",16483,2010,"Gold",5.82567541721411e-07
"16483_2010",16483,2010,"Lead/Zinc/Silver",1.9611537763755e-06
"16483_2011",16483,2011,"Copper",0.0334092856361398
"16483_2011",16483,2011,"Gold",6.51680754742193e-07
"16483_2012",16483,2012,"Copper",0.010440947883124
"16483_2012",16483,2012,"Gold",2.06963067378302e-07
"16483_2013",16483,2013,"Copper",0.0294043950066054
"16483_2013",16483,2013,"Gold",7.68834731892036e-07
"16483_2014",16483,2014,"Copper",0.149370383102048
"16483_2014",16483,2014,"Gold",2.69379793953122e-06
"16483_2015",16483,2015,"Copper",0.00139195744448296
"16483_2015",16483,2015,"Gold",3.99920404758884e-08
"16483_2017",16483,2017,"Copper",0.0214647538710425
"16483_2017",16483,2017,"Gold",4.38936622602269e-07
"16483_2018",16483,2018,"Copper",0.000696146611139304
"16483_2018",16483,2018,"Gold",1.5254095070774e-08
"16483_2019",16483,2019,"Copper",0.00626426513671875
"16491_2005",16491,2005,"Coal",0.00182668298339844
"16491_2006",16491,2006,"Coal",0.00060970361328125
"16491_2007",16491,2007,"Coal",0.000609586608886719
"16491_2011",16491,2011,"Coal",0.00852622277832031
"16493_2001",16493,2001,"Coal",0.0066930605200674
"16493_2005",16493,2005,"Coal",0.000795996097579657
"16493_2007",16493,2007,"Coal",0.00500554078464882
"16493_2008",16493,2008,"Coal",0.295674725600299
"16493_2009",16493,2009,"Coal",0.0104435739135742
"16493_2010",16493,2010,"Coal",0.0682369400024414
"16493_2011",16493,2011,"Coal",0.00208747766113281
"16493_2012",16493,2012,"Coal",0.000694979064941406
"16493_2013",16493,2013,"Coal",0.00693042196044922
"16493_2014",16493,2014,"Coal",0.000695624877929687
"16493_2017",16493,2017,"Coal",0.00139162902832031
"16495_2001",16495,2001,"Coal",0.014190057291188
"16495_2002",16495,2002,"Coal",0.0979506116064932
"16495_2003",16495,2003,"Coal",0.00481787164306641
"16495_2004",16495,2004,"Coal",0.0398728194692574
"16495_2005",16495,2005,"Coal",0.0703390746144014
"16495_2006",16495,2006,"Coal",0.0755365665544099
"16495_2007",16495,2007,"Coal",0.169693499171119
"16495_2008",16495,2008,"Coal",0.057839973815918
"16495_2009",16495,2009,"Coal",0.0676513067320581
"16495_2010",16495,2010,"Coal",0.00413021020507813
"16495_2011",16495,2011,"Coal",0.0220435314941406
"16495_2012",16495,2012,"Coal",0.0271615613324334
"16495_2013",16495,2013,"Coal",0.000969921560250077
"16495_2014",16495,2014,"Coal",0.0282502538452148
"16495_2015",16495,2015,"Coal",0.0818085298380534
"16495_2016",16495,2016,"Coal",0.00148744163459329
"16495_2017",16495,2017,"Coal",0.000213346993001302
"16495_2018",16495,2018,"Coal",0.000686235966701134
"16495_2019",16495,2019,"Coal",0.0123679747797947
"16501_2005",16501,2005,"Coal",0.187381815413411
"16501_2006",16501,2006,"Coal",0.157529333058316
"16501_2007",16501,2007,"Coal",0.00808799176025391
"16501_2008",16501,2008,"Coal",0.101100761281212
"16501_2009",16501,2009,"Coal",0.421373913979205
"16501_2010",16501,2010,"Coal",0.107350376483035
"16501_2011",16501,2011,"Coal",0.0721064141845703
"16501_2012",16501,2012,"Coal",0.133912725204169
"16501_2013",16501,2013,"Coal",0.0712922854937385
"16501_2014",16501,2014,"Coal",0.151572930966605
"16501_2015",16501,2015,"Coal",0.0087538904837814
"16501_2017",16501,2017,"Coal",0.000673971496582031
"16501_2018",16501,2018,"Coal",0.00313455605971392
"16502_2001",16502,2001,"Coal",0.0129467741883521
"16502_2003",16502,2003,"Coal",0.0537716545855354
"16502_2004",16502,2004,"Coal",0.171709749305157
"16502_2005",16502,2005,"Coal",0.156726581198778
"16502_2007",16502,2007,"Coal",0.00142788084214154
"16502_2008",16502,2008,"Coal",0.136228600450463
"16502_2009",16502,2009,"Coal",0.142204112313544
"16502_2010",16502,2010,"Coal",0.00120264567775352
"16502_2012",16502,2012,"Coal",0.161979141651348
"16502_2013",16502,2013,"Coal",0.0891007233994428
"16502_2014",16502,2014,"Coal",0.205489925315229
"16502_2015",16502,2015,"Coal",0.0384297403703278
"16502_2016",16502,2016,"Coal",0.0659587719398648
"16502_2017",16502,2017,"Coal",0.00684873083496094
"16502_2018",16502,2018,"Coal",0.000913144189453125
"16503_2017",16503,2017,"unknown",8.05805094401042e-05
"16511_2014",16511,2014,"unknown",0.00314338782599954
"16511_2015",16511,2015,"unknown",0.00382022924445657
"16511_2016",16511,2016,"unknown",0.00524404429692287
"16514_2006",16514,2006,"Lead/Zinc/Silver",0.00189958043380438
"16514_2007",16514,2007,"Lead/Zinc/Silver",0.00565761228482115
"16514_2018",16514,2018,"Lead/Zinc/Silver",0.00119138487596699
"16514_2019",16514,2019,"Lead/Zinc/Silver",1.09804208792892e-05
"16529_2002",16529,2002,"Coal",0.00211357763671875
"16529_2003",16529,2003,"Coal",0.00352278948974609
"16529_2004",16529,2004,"Coal",0.000704711669921875
